joanAzUsa,22-Sep-10,AZ USA,3,One time only,Since I have Holiday Inn card and stayed at Crown Plaza in KL expected the same kind of service/roorm- big disappointment.. Was not asked if I wanted a ride to the reception when carts passed me by in both directions. Food was extremely expensive & not exceptional for price. Pool- cold water & no one was using. Room OK not...
MelodyDoReMe,18-Sep-10,null,1,Substandard treatment to fellow Singaporean. Poor counter staff manner towards Singapore citizen,The staff at the counter immediately change her attitude after she gets my nric for registering to a rm. Felt humiliated by the way she and another staff that doing my checking in at the counter(as she had passed my check in to another staff and happily greeted another tourist who Q behind me after she took my nric and...
Fruitylou,15-Sep-10,Auckland Region New Zealand,5,From Aircraft to Hotel within the Hour- Location Perfect!,We didnt want to stay in the Terminal Hotels because we wanted a bit of space. We stayed one night at the crowne plaza and wished we had stayed longer!We got off the aircraft - went through customs collected our bags - walked through to arrivals and turned left walked 100 meters and we were checking in to the...
Snoopy6364,14-Sep-10,Singapore Singapore,3,A bit disappointed - not exactly what I expected :),Decided to give ourselves a treat and spend the recent public holiday at the hotel. Specified in my reservation that I needed 2 connecting rooms and got that but was not told on check in that one was a handicapped room. Did not notice anything amiss until I went to my kids room then I realised that amenities were different....
ArieLu,12-Sep-10,Milan Italy,4,PRICY BUT GOOD SOLUTION FOR A LAST DAY,We stayed at this hotel the last night of our holiday because we had our flight back at 9.35 p.m. and it had been a good solution not to awake up too early.The hotel is really very nice modern with sound-proofed big and clean rooms.Staff is very nice and helpful and location is optimal (terminal 3 inside the...
wonderwend,31-Aug-10,UK,5,Absolutely perfect!!!,My husband and I were quite worried about booking an airport hotel but as we were only in Singapore for one night we decided to try it. Walking in from the airport it felt as though we were entering a calm oasis. Check in was quick and we were upgraded to a suite.We found our room...it was one of...
BanoraPointBazza,26-Aug-10,Surfers Paradise Australia,5,Great Room,Stayed one night on a stopover from Hong Kong large room easy check in. Lobby and Lift area needs more lighting. Slept well didnt hear any aircraft noise. Airport amazing. Checked out the next morning and the staff arranged for our boarding passes and checked our luggage at the hotel for our night flight to Australia we checked our carry...
ShaakiraK,25-Aug-10,The Settlement Australia,5,All sweet :),Convenient comfortable and cozy >>>> just whats needed after a long flight.... all airports should have this type of accommodation!!!
English_Al,23-Aug-10,England,5,Excellent stopover hotel!,I knew this hotel had a good star rating but I wasnt expecting that much from it being an airport hotel and all that. First of all its so easy to walk here through the airport terminal. Reception check in was really slow but everyone was polite. The walk to our room was a bit strange as the corridors are...
LindyLoo62,21-Aug-10,Australia,4,passing through singapore? stay here!,met my friends here on our way to europe stayed one night and had a late check out to 6pm the next day. very stylish hotel in a very convenient location terminal 3 at the airport. was easy to take the train into china town for lunch and a look around to fill in the day.
jean-s,19-Aug-10,North Yorkshire England,5,A convenient and comfortable oasis when you just need to catch some zzz/s between flights but not cheap!,My husband and I absolutely loved this hotel. All we wanted to do after a flight from New Zealand was treat ourselves to a little R and R. At 300 dollars without breakfast it wasnt cheap but we wallowed in the luxury and woke refreshed and calm the next day. I absolutely loved the decor - it was very modern...
gyselle,14-Aug-10,singapore,3,Convenient ONLY if its the right time,We chose to stay at the airport hotel because my partner had an early flight at 5.45am.We figured it would be more convenient than staying in the city centre and getting a cab in the wee hours of the morning. Boy were we wrong.We walked out at 4am to be informed that the Sky Train between the terminals...
Swissfamilyridenour,12-Aug-10,Columbus Ohio,3,Convenience,This airport is a bit pricey but the convenience is nice if you have an early flight out. I found the room accommodations to be nice especially the Phillips radio with the i-Phone port for playing music.If it were not for the convenience to the airport I would not stay in this hotel because it is over priced for...
julesone,08-Aug-10,south australia,5,great stopover,I love this hotel we have stayed here a few times on our way to europe. You get off your plane and walk to the hotel. it has a wonderful pool area especially if you have children and you want them to run off some energy in between flights. From the same building you can get the train into singapore...
nangoose,03-Aug-10,Adelaide Australia,5,This is perfect for a 1 night stopover luxurious for tired travellers,There is nothing negative we could say about this hotel. The staff are absolutely wonderful and treated us like royalty. Impeccable service. The room was beautiful. The hotel is serene quiet and decor is modern and expensive. The breakfasts are amazing with both Asian and western taste catered for. They were very obliging allowing us a 2 pm checkout as...
soapieAuckland,02-Aug-10,auckland,5,Fantastic Hotel,Stayed for two nights in this hotel on two seperate occassions as I was flying to/from Malaysia. Great hotel facilities service and rooms. So convenient for those transiting in singapore. Rooms are very luxurious and stylish. Had room service for dinner both times great food quick service and reasonable pricing (was expecting it to cost much more) Didnt get much...
apricotmelba,01-Aug-10,switzerland,4,Convenient Airport Stopover location with classy ambitions,We needed somewhere to stay to while away 22hours between flights. Rather than go into the heart of Singapore and brave bag and bus logistics with 2 tired young kids under 6 we opted for the Crowne Plaza situation right at the airport.LOCATION: Entrance is not streamlined (you exit passport control and have to go up a floor and...
